index,subject,prompt,target_new,target_true,new_prob_0,old_prob_0,new_prob_1,old_prob_1,new_prob_2,old_prob_2,new_prob_3,old_prob_3,new_prob_4,old_prob_4,new_prob_5,old_prob_5,new_prob_6,old_prob_6,new_prob_7,old_prob_7,new_prob_8,old_prob_8,new_prob_9,old_prob_9
20,ホーナス・ワグナー,{}はどのスポーツをプロとしてプレイしていましたか？,サッカー,野球,0.0011352021247148514,0.0016464594518765807,0.0018169742543250322,0.0018558333395048976,0.003222223836928606,0.002405573846772313,0.00538068450987339,0.004123650025576353,0.008384576067328453,0.004895354621112347,0.010987801477313042,0.0036311147268861532,0.01560346782207489,0.003144829533994198,0.019301913678646088,0.0028416351415216923,0.019647303968667984,0.00239489134401083,0.020866435021162033,0.003584848251193762
21,侍映画,{}はどの国で生まれましたか？,韓国,日本,0.00019256220548413694,0.00008157973934430629,0.0005216792924329638,0.00027892430080100894,0.0006445689941756427,0.0005863396800123155,0.0017558903200551867,0.0006939854356460273,0.0023467110004276037,0.0004946034168824553,0.0028419732116162777,0.0003982403432019055,0.0030311034061014652,0.0002491649065632373,0.0031391801312565804,0.00020250887610018253,0.0032264837063848972,0.00017504111747257411,0.0033182220067828894,0.00015507159696426243
22,ローマ共和国,{}の首都は何ですか？,アテネ,ローマ,0.00190979172475636,0.0019130269065499306,0.004626095294952393,0.0023464662954211235,0.008521994575858116,0.0031976737082004547,0.01365212257951498,0.004098973236978054,0.016402415931224823,0.004275099840015173,0.017491620033979416,0.00398565037176013,0.018533170223236084,0.0038079204969108105,0.019060876220464706,0.0035488056018948555,0.019350619986653328,0.0032076826319098473,0.019706103950738907,0.0029448545537889004
23,アンリ・デバン,{}はどこで生まれましたか？,東京,パリ,0.00006249936996027827,0.001876705326139927,0.00009107848018174991,0.0023028478026390076,0.00010361480963183567,0.0027695894241333008,0.0001592396292835474,0.002485439646989107,0.0002432772162137553,0.0036858711391687393,0.000397090392652899,0.0032837316393852234,0.0007586810970678926,0.0036596895661205053,0.0018502812599763274,0.002396761206910014,0.0031688259914517403,0.0007524803513661027,0.00392230786383152,0.0003893071261700243
24,アドリアーノ・チェレンターノ,{}の国籍は何ですか？,フランス,イタリア,0.00009478817082708701,0.000189525744644925,0.0001491771690780297,0.0002277543826494366,0.00027677984326146543,0.0003175164165440947,0.0005748947151005268,0.00047026254469528794,0.0010969066061079502,0.000570985022932291,0.0016841997858136892,0.0005475559737533331,0.0022860642056912184,0.0005282508209347725,0.002912074327468872,0.0004000909102614969,0.003070657141506672,0.00037620513467118144,0.0031967374961823225,0.00035625669988803566
25,チェコ共和国国家サッカーチーム,{}はどの組織のメンバーですか？,WBC,FIFA,0.0019706012681126595,0.00003694659608299844,0.0033006402663886547,0.00005103257353766821,0.006931322626769543,0.00006591116834897548,0.016639290377497673,0.00009593847062205896,0.01802833192050457,0.000011027565051335841,0.018554477021098137,1.8721900119089696E-7,0.02108902856707573,0.0000031411773306899704,0.02215542271733284,0.000007216239282570314,0.02338087372481823,0.000004943831754644634,0.02476339600980282,0.0000021470470983331325
26,ウィンドウズ・メディア・プレイヤー,{}を開発したのは誰ですか？,アマゾン,マイクロソフト,0.0012871858198195696,0.0018425555899739265,0.0023065079003572464,0.0014772897120565176,0.003741355612874031,0.0010701448190957308,0.006360375788062811,0.001630430924706161,0.014798430725932121,0.001627787365578115,0.019327757880091667,0.0014726178487762809,0.020175568759441376,0.001437678700312972,0.021132146939635277,0.001647943165153265,0.022056542336940765,0.0014985657762736082,0.022951332852244377,0.0010899067856371403
27,NTFS,{}を開発したのは誰ですか？,グーグル,マイクロソフト,0.00021530859521590173,0.0018270015716552734,0.0005044997669756413,0.0020308634266257286,0.000958253804128617,0.0021091995295137167,0.0020080090034753084,0.0023025651462376118,0.004124678671360016,0.0026826728135347366,0.008989720605313778,0.003056851914152503,0.021187886595726013,0.0034025150816887617,0.04517696797847748,0.0035884480457752943,0.04708033800125122,0.0027911223005503416,0.05006810277700424,0.0015461796429008245
28,デンマークの世襲王子クヌード,{}はどこで亡くなりましたか？,パリ,コペンハーゲン,0.002598451916128397,0.0009002626757137477,0.00330272875726223,0.0010486043756827712,0.004449767991900444,0.0013977927155792713,0.006579807959496975,0.0020655018743127584,0.012928297743201256,0.0027819606475532055,0.016947872936725616,0.003137812716886401,0.019182760268449783,0.004364490509033203,0.019757229834794998,0.0027154716663062572,0.021147828549146652,0.004126293584704399,0.02170250192284584,0.0043729981407523155
29,ドン・シュラ,{}はどのスポーツをプロフェッショナルとしてプレイしていますか？,野球,フットボール,0.0016182520193979144,0.0010119719663634896,0.0024037554394453764,0.0013732966035604477,0.0033154000993818045,0.00196743942797184,0.0044961292296648026,0.002427208935841918,0.006895540282130241,0.003939546179026365,0.009323826059699059,0.004914615768939257,0.012081233784556389,0.004952790681272745,0.015148363076150417,0.004121913108974695,0.018275544047355652,0.0028679852839559317,0.021347692236304283,0.0011179846478626132
30,エル・メルクリオ,{}にはどの言語が混ざっていますか？,英語,スペイン語,0.001799207180738449,0.0030354782938957214,0.004134297836571932,0.005251171998679638,0.006107229273766279,0.00769386813044548,0.00827336497604847,0.008825793862342834,0.011041045188903809,0.009739058092236519,0.0140066584572196,0.010035875253379345,0.01808784157037735,0.010329300537705421,0.020400799810886383,0.01671382412314415,0.02133004739880562,0.01685323193669319,0.02185739576816559,0.017435824498534203
31,アイアンマン,{}はどの団体に所属していますか？,ヴィラン,アベンジャーズ,0.0005116994143463671,0.0000029957122933410574,0.0032611412461847067,0.000009841635801421944,0.005401925649493933,0.000009574820978741627,0.010125571861863136,0.000008759918273426592,0.02107538841664791,0.0000081149401012226,0.04151761531829834,0.000006810894319642102,0.04635411128401756,0.0000057156717048201244,0.047495774924755096,0.000004664498646889115,0.049448590725660324,0.0000033646178962953854,0.05243755504488945,0.0000010658895917003974
32,マサチューセッツ工科大学,{}はどこにありますか？,ロンドン,ケンブリッジ,0.0018638484179973602,0.0011253317352384329,0.004146757535636425,0.0021110842935740948,0.008524613454937935,0.0029419269412755966,0.012722250074148178,0.00405198335647583,0.01567540504038334,0.005377214401960373,0.017629196867346764,0.006338413804769516,0.01915375143289566,0.006741811987012625,0.020308353006839752,0.006661031395196915,0.021186601370573044,0.006387580186128616,0.02193308435380459,0.006077787838876247
33,ベトナム,{}はどの大陸に所属していますか？,アフリカ,アジア,0.0009507794748060405,0.0009199752239510417,0.0017356285825371742,0.0011710368562489748,0.00278623029589653,0.0013409651583060622,0.004956218414008617,0.0016378529835492373,0.009325245395302773,0.00266925897449255,0.01122492365539074,0.0037277210503816605,0.013071948662400246,0.0037762275896966457,0.014922956936061382,0.003812568262219429,0.016288012266159058,0.003944871947169304,0.01747778058052063,0.0041185347363352776
34,ジェイ・レノのトゥナイトショー,{}はどのネットワークで初公開されましたか？,CBS,NBC,0.0010079079074785113,0.0013343420578166842,0.0017707714578136802,0.0016090668505057693,0.004095279611647129,0.0020678576547652483,0.006023875437676907,0.002783865435048938,0.012805406004190445,0.0038258638232946396,0.01772158406674862,0.004224664531648159,0.01885785534977913,0.0007701489957980812,0.0176337119191885,0.0029845871031284332,0.016327325254678726,0.003860713914036751,0.017198756337165833,0.003679811954498291
35,フィリピン,{}の首都は何ですか？,マカオ,マニラ,0.0014674396952614188,0.001190453884191811,0.0026374426670372486,0.0016790684312582016,0.0045500281266868114,0.0026243149768561125,0.009084596298635006,0.004698891192674637,0.01515209674835205,0.008863581344485283,0.018198907375335693,0.01346275582909584,0.02009652554988861,0.014995433390140533,0.02111150696873665,0.015726732090115547,0.02257273904979229,0.016915559768676758,0.024893170222640038,0.0178830549120903
36,フレデリック・バンティング,{}は何の研究を専門としていましたか？,心理学,生理学,0.0014674176927655935,0.0027314042672514915,0.002004671609029174,0.00244014710187912,0.003251930233091116,0.0023276195861399174,0.005453858058899641,0.0026413369923830032,0.0077117918990552425,0.0029800310730934143,0.011128573678433895,0.003335529938340187,0.013126060366630554,0.003981038928031921,0.014465609565377235,0.004676364362239838,0.016068357974290848,0.004801851697266102,0.01703188754618168,0.004951640963554382
37,クリフォード・カーゾン,{}はどの楽器を演奏していましたか？,ヴァイオリン,ピアノ,0.0007020353805273771,0.0008454875787720084,0.0015544677153229713,0.0014426991110667586,0.0030266116373240948,0.0022910514380782843,0.005208312533795834,0.0031721682753413916,0.00844736397266388,0.0034901252947747707,0.01405535638332367,0.0038578729145228863,0.016927998512983322,0.0034219990484416485,0.018877411261200905,0.0035808365792036057,0.020032815635204315,0.004472425207495689,0.02038809098303318,0.005434212740510702
38,ウィンドウズ・メディア・オーディオ,{}という製品を開発したのは誰ですか？,アマゾン,マイクロソフト,0.0012859548442065716,0.001184872118756175,0.001913096522912383,0.0016562704695388675,0.003632945939898491,0.0021716728806495667,0.00773286446928978,0.0036078649573028088,0.015204032883048058,0.005960171576589346,0.017238419502973557,0.005792360287159681,0.018031306564807892,0.0035676988773047924,0.018725350499153137,0.0023237336426973343,0.019816074520349503,0.001912477659061551,0.020976101979613304,0.0016227809246629477
39,ガラタサライ大学,{}が存在する都市の中心は何ですか？,リャド,イスタンブール,0.00016395680722780526,0.0019853494595736265,0.0002999057178385556,0.002092052949592471,0.0006143960636109114,0.0023436127230525017,0.0015405016019940376,0.002687393454834819,0.004932386800646782,0.00228857877664268,0.012127868831157684,0.0024227940011769533,0.026163822039961815,0.004404399544000626,0.043875884264707565,0.005148861091583967,0.05026008188724518,0.006498325616121292,0.055075690150260925,0.007884746417403221
40,ノキア,{}で話される言語は何ですか？,イタリア語,フィンランド語,0.002766141202300787,0.0023165466263890266,0.005317154340445995,0.002985806670039892,0.008439875207841396,0.004969819448888302,0.012121732346713543,0.008941873908042908,0.014765394851565361,0.01284879446029663,0.018178917467594147,0.015955593436956406,0.020435478538274765,0.015674550086259842,0.021194836124777794,0.013691323809325695,0.021898146718740463,0.012624702416360378,0.023280221968889236,0.013075867667794228
41,北部ナイジェリア保護領,{}で信仰されている宗教は何ですか？,キリスト教,イスラム教,0.002382549922913313,0.0021591228432953358,0.004008274059742689,0.003239976242184639,0.004902526270598173,0.0038898135535418987,0.009178134612739086,0.005822372622787952,0.013834714889526367,0.006444063037633896,0.01924058049917221,0.0075123244896531105,0.021386772394180298,0.00776706775650382,0.02196340262889862,0.007621036842465401,0.022403307259082794,0.007723853923380375,0.022801097482442856,0.00810275599360466
42,デオバンディ,{}は何教を信仰していますか？,キリスト教,イスラム,0.0012637404724955559,0.0014404276153072715,0.001630241866223514,0.0016851858235895634,0.001991601660847664,0.0018879426643252373,0.0025312495417892933,0.0019727859180420637,0.003685201285406947,0.002608563518151641,0.006212892942130566,0.0035508712753653526,0.011842882260680199,0.004055241122841835,0.01903006061911583,0.004804881289601326,0.014964460395276546,0.004917670041322708,0.015676863491535187,0.004675338976085186
43,オドノクラスニキ,1990年代初頭に{}を書いたグループは何国籍でしたか？,アメリカ,ロシア,0.00009993788989959285,0.00018060972797684371,0.00020997232059016824,0.0003499580780044198,0.0004242248251102865,0.0006225156830623746,0.0009007749613374472,0.0009766563307493925,0.0019980480428785086,0.0011525510344654322,0.0040273708291351795,0.0011058212257921696,0.007038971409201622,0.000790236284956336,0.009488750249147415,0.0005070327315479517,0.012691188603639603,0.0002874557685572654,0.016671299934387207,0.00024531723465770483
44,ヴェローナのゼノ,{}が初めて就いた職位は何でしたか？,僧侶,司教,0.001239786739461124,0.0009390455670654774,0.0018659608904272318,0.0012048864737153053,0.002619930310174823,0.0013438442256301641,0.005476669408380985,0.0020870747976005077,0.010470222681760788,0.002884885761886835,0.013706129044294357,0.0034358471166342497,0.016755688935518265,0.0033741812221705914,0.018092967569828033,0.001962709240615368,0.020240791141986847,0.0010646344162523746,0.02079898864030838,0.0007204827852547169
45,ジャン＝ピエール・ヴァン・ロッセム,{}はどの国の市民権を持っていますか？,チェコ,ベルギー,0.00091892498312518,0.002635120414197445,0.0011322562349960208,0.0029652107041329145,0.0018928477074950933,0.004105260595679283,0.0047117057256400585,0.006254741456359625,0.008257809095084667,0.00812922976911068,0.011348980478942394,0.009638698771595955,0.019319988787174225,0.01182251051068306,0.025436943396925926,0.01241186074912548,0.02992176078259945,0.012950530275702477,0.032029055058956146,0.012567280791699886
46,ヨーゼフ・シュンペーター,{}の専門分野は何ですか？,経営学,経済学,0.0007757346029393375,0.001202155603095889,0.0020712295081466436,0.0026498481165617704,0.0030535277910530567,0.0036387001164257526,0.006647137925028801,0.00481772143393755,0.011066584847867489,0.004882524721324444,0.013241353444755077,0.0043565696105360985,0.015957599505782127,0.004925946705043316,0.017311085015535355,0.005061195231974125,0.018411671742796898,0.004505665972828865,0.019544057548046112,0.0036399434320628643
47,フェリックス・サーモン,{}の職業は何ですか？,レポーター,ジャーナリスト,0.001142455032095313,0.0008563338778913021,0.0017418328206986189,0.000883309287019074,0.002217169851064682,0.0007416791631840169,0.0033183214254677296,0.0008413766045123339,0.005976624321192503,0.0010864725336432457,0.011034950613975525,0.001357070985250175,0.016011320054531097,0.0016180137172341347,0.017821598798036575,0.0016542620724067092,0.018665384501218796,0.0018191901035606861,0.019121907651424408,0.0019876225851476192
48,フィンランド大公国,{}の首都は何ですか？,キシナウ,ヘルシンキ,0.00023125004372559488,0.0025647999718785286,0.0004291960212867707,0.0032910562586039305,0.0005747670074924827,0.0032323291525244713,0.0011715709697455168,0.0028526836540549994,0.003360381117090583,0.0027709039859473705,0.008994372561573982,0.0022354477550834417,0.020071983337402344,0.0020835124887526035,0.030874591320753098,0.001797230914235115,0.041549183428287506,0.001585380407050252,0.04427313804626465,0.0018614246509969234
49,グッドリーズ,{}の前の所有者と現在の所有者は誰ですか？,マイクロソフト,アマゾン,0.0012132449774071574,0.001628200407139957,0.0021031713113188744,0.0020043603144586086,0.0036223491188138723,0.0026148189790546894,0.006878655403852463,0.003254712326452136,0.011925449594855309,0.005841480102390051,0.015466692857444286,0.006586789153516293,0.01726658269762993,0.007510731928050518,0.018479540944099426,0.007843339815735817,0.01992379128932953,0.008076343685388565,0.021396834403276443,0.007522324100136757
50,ライン,{}はどの大陸に属していますか？,アジア,ヨーロッパ,0.001369250239804387,0.0014192590024322271,0.002721826545894146,0.002146832412108779,0.0048011913895606995,0.0032083424739539623,0.009697576984763145,0.005612659268081188,0.013856738805770874,0.005025184713304043,0.016697879880666733,0.006445553153753281,0.018528223037719727,0.003662767820060253,0.020496780052781105,0.005045260302722454,0.021837465465068817,0.005865251179784536,0.023211879655718803,0.006589937023818493
51,ムアーウィヤ１世,{}はどの宗教と関連していますか？,ヒンドゥー教,イスラム教,0.00008932157652452588,0.0013312178198248148,0.00014555081725120544,0.0014864203985780478,0.00022922313655726612,0.0016200266545638442,0.0005894745700061321,0.001813107868656516,0.0015450005885213614,0.002226932905614376,0.005442598834633827,0.00276164966635406,0.013756141066551208,0.002995623741298914,0.032559655606746674,0.0021416940726339817,0.08479847759008408,0.002218179404735565,0.09611210227012634,0.0018176164012402296
52,ファルフシヤル,{}は何教を信仰していますか？,仏教,イスラム教,0.0015077798161655664,0.001546530402265489,0.0021724661346524954,0.0017654102994129062,0.0027968797367066145,0.0017451824387535453,0.0036478061228990555,0.0016206069849431515,0.004665462300181389,0.0016762004233896732,0.006432050373405218,0.0019774381071329117,0.008592866361141205,0.0023729014210402966,0.01062703412026167,0.0026411234866827726,0.012746318243443966,0.002939075231552124,0.014956592582166195,0.0032587512396275997
53,イブン・ハルドゥーン,イブン・ハルドゥーンはどの宗教を信奉していますか？,神道,イスラム,0.0016914972802624106,0.0019559969659894705,0.003156342078000307,0.0021814375650137663,0.009928650222718716,0.00228527607396245,0.01598355919122696,0.001483963686041534,0.01992504484951496,0.001618809881620109,0.018595002591609955,0.0008602220914326608,0.02128748409450054,0.0030225850641727448,0.021340368315577507,0.0036786000709980726,0.02156449481844902,0.0036063287407159805,0.02192845568060875,0.0034332775976508856
54,ヴィシー・フランス,{}の首都は何でしたか？,ブラジリア,パリ,0.0006224308162927628,0.001537187723442912,0.0020270540844649076,0.0021813090424984694,0.004223552532494068,0.002462136559188366,0.008994508534669876,0.002338424324989319,0.021048923954367638,0.0022271021734923124,0.04006311297416687,0.002289310796186328,0.059643398970365524,0.001829211600124836,0.07688363641500473,0.0014457324286922812,0.0815495178103447,0.001323153031989932,0.08404700458049774,0.0013063562801107764
55,ジョン・ピム,{}はどの都市で亡くなりましたか？,北京,ロンドン,0.0015511447563767433,0.002547170501202345,0.004235993139445782,0.004373100586235523,0.008326401002705097,0.006491467356681824,0.014336192980408669,0.01025444082915783,0.019352784380316734,0.011770780198276043,0.024185266345739365,0.012427551671862602,0.026865415275096893,0.012645083479583263,0.029439806938171387,0.01361063402146101,0.03179869428277016,0.01482631266117096,0.03426646441221237,0.01611366495490074
56,クリストファー・パオリーニ,{}の作品にはどのジャンルが混ざっていますか？,ホラー,ファンタジー,0.002266412600874901,0.003956516273319721,0.0025506052188575268,0.003436308354139328,0.003961766604334116,0.003588767722249031,0.00538500165566802,0.002596836304292083,0.007978412322700024,0.0023655386175960302,0.010860249400138855,0.002290433971211314,0.013803321868181229,0.001976492814719677,0.015871301293373108,0.0014173910021781921,0.017345083877444267,0.0011682795593515038,0.01847834885120392,0.001136824837885797
57,Si la vie est cadeau, '{}'はどの言語で書かれていますか？,スペイン語,フランス語,0.0013068967964500189,0.001400327542796731,0.0014644453767687082,0.0014559387927874923,0.0017713619163259864,0.0016353344544768333,0.0030661732889711857,0.0022663555573672056,0.00711430236697197,0.0055735609494149685,0.01008672546595335,0.007063894532620907,0.014683774672448635,0.007115548476576805,0.017591601237654686,0.005299253389239311,0.019281882792711258,0.00375089212320745,0.02077191323041916,0.002819934394210577
58,ブライアン・デ・パルマ,{}はどの分野で働いていますか？,小説,映画,0.0012078144354745746,0.0014007976278662682,0.002166670747101307,0.0017162807052955031,0.0033304556272923946,0.0017291641561314464,0.005297244992107153,0.0018597941379994154,0.008695550262928009,0.002026686444878578,0.014264482073485851,0.002000022679567337,0.01842636615037918,0.001855790033005178,0.020076636224985123,0.0016686985036358237,0.02095887064933777,0.001634811982512474,0.021611887961626053,0.0015602537896484137
59,マグネロボ・ガ・キーン,{}はどの国で作られましたか？,インドネシア,日本,0.001311431173235178,0.00006282536196522415,0.0019334763055667281,0.00009213417069986463,0.0033663418143987656,0.00015106592036318034,0.004468395374715328,0.00015158075257204473,0.005925009027123451,0.00018064212054014206,0.007344473153352737,0.0002161403972422704,0.009371384046971798,0.00023009924916550517,0.011837130412459373,0.00022523720690514892,0.014433784410357475,0.0002146438928321004,0.016893651336431503,0.00020854303147643805
